function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.compat.v1.layers.conv3d_transpose,"['inputs', 'filters', 'kernel_size', 'strides', 'padding', 'data_format', 'activation', 'use_bias', 'kernel_initializer', 'bias_initializer', 'kernel_regularizer', 'bias_regularizer', 'activity_regularizer', 'kernel_constraint', 'bias_constraint', 'trainable', 'name', 'reuse']","['tensor', 'convolution', 'dimensions', 'convolution', 'or', 'channels_last', 'None', 'bias', 'convolution', 'None', 'convolution', 'bias', 'function', 'optimizer', 'optimizer', 'true', 'layer', 'bool']","[False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, False, False, False]",tensor,922
tf.compat.v1.estimator.BaselineClassifier,['name'],['tensor'],[False],contains,3937
tf.compat.v1.estimator.DNNEstimator,['name'],['tensor'],[False],contains,4278
tf.compat.v1.estimator.BaselineRegressor,['name'],['tensor'],[False],contains,3886
tf.compat.v1.estimator.regressor_parse_example_spec,"['feature_columns', 'label_key', 'label_dtype', 'label_default', 'label_dimension', 'weight_column']","['_featurecolumn', 'key', 'tf.dtype', 'tf.parse_example', 'tensor', 'tensor']","[False, False, False, False, False, False]",fixedlenfeature,919
tf.compat.v1.estimator.LinearRegressor,['name'],['tensor'],[False],contains,4187
tf.compat.v1.estimator.DNNClassifier,['name'],['tensor'],[False],contains,4238
tf.compat.v1.estimator.DNNLinearCombinedRegressor,['name'],['tensor'],[False],contains,4260
tf.compat.v1.estimator.Estimator,"['model_fn', 'model_dir', 'config', 'params', 'warm_start_from']","['features', 'pathlike', 'estimator.runconfig', 'dict', 'None']","[True, False, False, False, True]",contains,4554
tf.compat.v1.estimator.DNNRegressor,['name'],['tensor'],[False],contains,4234
tf.compat.v1.estimator.DNNLinearCombinedClassifier,['name'],['tensor'],[False],contains,4262
tf.compat.v1.estimator.BaselineEstimator,['name'],['tensor'],[False],contains,3900
tf.compat.v1.estimator.LinearEstimator,"['head', 'feature_columns', 'model_dir', 'optimizer', 'config', 'partitioner', 'sparse_combiner', 'warm_start_from']","['_head', 'featurecolumn', 'checkpoints', 'tf.optimizer', 'runconfig', 'input', 'tf.feature_column.linear_model', 'warmstartsettings']","[False, False, False, False, False, True, False, False]",contains,4467
tf.compat.v1.estimator.classifier_parse_example_spec,"['feature_columns', 'label_key', 'label_dtype', 'label_default', 'weight_column']","['featurecolumn', 'key', 'tf.dtype', 'label_key', 'tensor']","[False, False, False, False, False]",fixedlenfeature,1013
tf.compat.v1.estimator.LinearClassifier,['name'],['tensor'],[False],contains,4183
tf.compat.v1.estimator.DNNLinearCombinedEstimator,['name'],['tensor'],[False],contains,4233
tf.compat.v1.graph_util.extract_sub_graph,"['graph_def', 'dest_nodes']","['graph_pb2.graphdef', 'destination']","[False, False]",graphdef,165
tf.compat.v1.graph_util.convert_variables_to_constants,"['sess', 'input_graph_def', 'output_node_names', 'variable_names_whitelist', 'variable_names_blacklist']","['session', 'graphdef', 'graph', 'default', 'constants']","[False, False, False, False, False]",graphdef,283
tf.compat.v1.graph_util.remove_training_nodes,"['input_graph', 'protected_nodes']","['model', 'example']","[False, True]",list,233
tf.compat.v1.graph_util.must_run_on_cpu,"['node', 'pin_variables_on_cpu']","['device', 'false']","[False, False]",cpu,174
tf.compat.v1.io.tf_record_iterator,"['path', 'options']","['file', 'object']","[False, True]",iterator,156
tf.compat.v1.resource_loader.get_path_to_datafile,['path'],['path'],[False],attribute,105
tf.compat.v1.resource_loader.load_resource,['path'],['path'],[False],contents,95
tf.compat.v1.resource_loader.get_data_files_path,[],[],[],attribute,66
tf.compat.v1.resource_loader.get_root_dir_with_all_resources,[],[],[],attribute,87
tf.compat.v1.initializers.identity,"['gain', 'dtype']","['factor', 'dtype']","[False, False]",initializer,259
tf.compat.v1.initializers.he_uniform,['seed'],['generator'],[False],initializer,154
tf.compat.v1.initializers.lecun_normal,['seed'],['generator'],[False],initializer,199
tf.compat.v1.initializers.he_normal,['seed'],['generator'],[False],initializer,155
tf.compat.v1.initializers.lecun_uniform,['seed'],['generator'],[False],initializer,194
tf.compat.v1.linalg.diag_part,"['input', 'name', 'k', 'padding_value', 'align']","['tensor', 'name', 'k', 'area', 'max_diag_len']","[False, True, False, False, False]",input,1343
tf.compat.v1.linalg.diag,"['diagonal', 'name', 'k', 'num_rows', 'num_cols', 'padding_value', 'align']","['tensor', 'name', 'k', 'd_lower', 'd_lower', 'area', 'max_diag_len']","[False, True, False, False, False, False, False]",diagonal,1701
tf.compat.v1.linalg.tensor_diag_part,"['input', 'name']","['tensor', 'name']","[False, True]",input,349
tf.compat.v1.linalg.matmul,"['a', 'b', 'transpose_a', 'transpose_b', 'adjoint_a', 'adjoint_b', 'a_is_sparse', 'b_is_sparse', 'output_type', 'name']","['float16', 'a', 'true', 'true', 'true', 'true', 'true', 'true', 'tensor', 'name']","[False, False, False, False, False, False, False, False, False, True]",a,1015
tf.compat.v1.linalg.matrix_transpose,"['a', 'name', 'conjugate']","['tensor', 'name', 'true']","[False, True, True]",tensor,476
tf.compat.v1.linalg.trace,"['x', 'name']","['tensor', 'name']","[False, True]",tensor,344
tf.compat.v1.flags.EnumClassListSerializer,"['list_sep', 'kwargs']","['separator', 'enumclassserializer']","[False, False]",None,123
tf.compat.v1.flags.multi_flags_validator,"['flag_names', 'message', 'flag_values']","['flag', 'checker', 'flags.flagvalues']","[False, False, True]",argument,216
tf.compat.v1.flags.register_validator,"['flag_name', 'checker', 'message', 'flag_values']","['flag', 'or', 'checker', 'flags.flagvalues']","[False, False, False, True]",None,279
tf.compat.v1.flags.DEFINE_enum,"['name', 'default', 'enum_values', 'help', 'flag_values', 'module_name', 'required', 'args']","['flag', 'default', 'flag', 'help', 'flagvalues', 'call', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False]",flag,257
tf.compat.v1.flags.DEFINE_bool,"['name', 'default', 'help', 'flag_values', 'module_name', 'required', 'args']","['flag', 'boolstrnone', 'help', 'flagvalues', 'call', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False]",flag,298
tf.compat.v1.flags.mark_flags_as_mutual_exclusive,"['flag_names', 'required', 'flag_values']","['flagholder', 'None', 'flags']","[False, False, True]",None,270
tf.compat.v1.flags.DEFINE,"['parser', 'name', 'default', 'help', 'flag_values', 'serializer', 'module_name', 'required', 'args']","['argumentparser', 'flag', 'default', 'help', 'flagvalues', 'argumentserializer', 'call', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False, False]",flag,277
tf.compat.v1.flags.ArgumentParser,['argument'],['argument'],[False],type,236
tf.compat.v1.flags.DuplicateFlagError,"['flagname', 'flag_values', 'other_flag_values']","['flag', 'flagvalues', 'flagvalues']","[False, False, False]",duplicateflagerror,166
tf.compat.v1.flags.EnumClassSerializer,['lowercase'],['member'],[False],None,92
tf.compat.v1.flags.validator,"['flag_name', 'message', 'flag_values']","['flag', 'checker', 'flags.flagvalues']","[False, False, True]",argument,201
tf.compat.v1.flags.DEFINE_spaceseplist,"['name', 'default', 'help', 'comma_compat', 'flag_values', 'required', 'args']","['flag', 'default', 'help', 'backwards', 'flagvalues', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False]",flag,236
tf.compat.v1.flags.mark_bool_flags_as_mutual_exclusive,"['flag_names', 'required', 'flag_values']","['flagholder', 'bool', 'flags']","[False, False, True]",None,177
tf.compat.v1.flags.WhitespaceSeparatedListParser,['comma_compat'],['backwards'],[False],flag,181
tf.compat.v1.flags.EnumClassFlag,['argument'],['argument'],[False],None,349
tf.compat.v1.flags.DEFINE_multi,"['parser', 'serializer', 'name', 'default', 'help', 'flag_values', 'module_name', 'required', 'args']","['argumentparser', 'argumentserializer', 'flag', 'None', 'help', 'flagvalues', 'call', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False, False]",flag,345
tf.compat.v1.flags.DEFINE_list,"['name', 'default', 'help', 'flag_values', 'required', 'args']","['flag', 'default', 'help', 'flagvalues', 'argument', 'flag.__init__']","[False, False, False, False, False, False]",flag,194
tf.compat.v1.flags.mark_flags_as_required,"['flag_names', 'flag_values']","['flagholder', 'flags']","[False, True]",None,164
tf.compat.v1.flags.MultiEnumClassFlag,['arguments'],['argument'],[False],None,323
tf.compat.v1.flags.Flag,['argument'],['argument'],[False],None,862
tf.compat.v1.flags.MultiFlag,['arguments'],['argument'],[False],None,374
tf.compat.v1.flags.DEFINE_multi_enum,"['name', 'default', 'enum_values', 'help', 'flag_values', 'case_sensitive', 'required', 'args']","['flag', 'define_multi', 'flag', 'help', 'flagvalues', 'enum', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False]",flag,281
tf.compat.v1.flags.flag_dict_to_args,"['flag_map', 'multi_flags']","['none', 'flags']","[False, False]",None,296
tf.compat.v1.flags.EnumClassParser,"['enum_class', 'case_sensitive']","['class', 'bool']","[False, False]",class,225
tf.compat.v1.flags.DEFINE_integer,"['name', 'default', 'help', 'lower_bound', 'upper_bound', 'flag_values', 'required', 'args']","['flag', 'default', 'help', 'flag', 'flag', 'flagvalues', 'argument', 'define']","[False, False, False, False, False, False, False, False]",flag,223
tf.compat.v1.flags.register_multi_flags_validator,"['flag_names', 'multi_flags_checker', 'message', 'flag_values']","['flag', 'bool', 'checker', 'flags.flagvalues']","[False, False, False, True]",None,290
tf.compat.v1.flags.set_default,"['flag_holder', 'value']","['flag', 'default']","[False, False]",None,127
tf.compat.v1.flags.mark_flag_as_required,"['flag_name', 'flag_values']","['flag', 'absl.flags.flagvalues']","[False, True]",None,230
tf.compat.v1.flags.DEFINE_multi_string,"['name', 'default', 'help', 'flag_values', 'required', 'args']","['flag', 'define_multi', 'help', 'flagvalues', 'argument', 'flag.__init__']","[False, False, False, False, False, False]",flag,241
tf.compat.v1.flags.DEFINE_flag,"['flag', 'flag_values', 'module_name', 'required']","['flag', 'flagvalues', 'call', 'argument']","[False, False, False, False]",flag,238
tf.compat.v1.flags.FlagValues,['flag_values'],['flags'],[False],default,2550
tf.compat.v1.flags.EnumFlag,['argument'],['argument'],[False],None,346
tf.compat.v1.flags.DEFINE_multi_integer,"['name', 'default', 'help', 'lower_bound', 'upper_bound', 'flag_values', 'required', 'args']","['flag', 'define_multi', 'help', 'flag', 'flag', 'flagvalues', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False]",flag,268
tf.compat.v1.flags.declare_key_flag,"['flag_name', 'flag_values']","['flagholder', 'flagvalues']","[False, False]",None,255
tf.compat.v1.flags.adopt_module_key_flags,"['module', 'flag_values']","['flags', 'flagvalues']","[False, False]",None,157
tf.compat.v1.flags.EnumParser,"['enum_values', 'case_sensitive']","['enum', 'bool']","[False, False]",element,194
tf.compat.v1.flags.DEFINE_float,"['name', 'default', 'help', 'lower_bound', 'upper_bound', 'flag_values', 'required', 'args']","['flag', 'default', 'help', 'float', 'float', 'flagvalues', 'argument', 'define']","[False, False, False, False, False, False, False, False]",flag,222
tf.compat.v1.flags.DEFINE_multi_enum_class,"['name', 'default', 'enum_class', 'flag_values', 'module_name', 'case_sensitive', 'required', 'args']","['flag', 'define_multi', 'class', 'flagvalues', 'call', 'bool', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False]",flag,342
tf.compat.v1.flags.DEFINE_enum_class,"['name', 'default', 'enum_class', 'help', 'flag_values', 'module_name', 'case_sensitive', 'required', 'args']","['flag', 'default', 'class', 'help', 'flagvalues', 'call', 'bool', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False, False]",flag,258
tf.compat.v1.flags.FlagHolder,"['flag_values', 'flag', 'ensure_non_none_value']","['container', 'flag', 'None']","[False, False, False]",None,321
tf.compat.v1.flags.BooleanFlag,['argument'],['argument'],[False],None,410
tf.compat.v1.flags.text_wrap,"['text', 'length', 'indent', 'firstline_indent']","['str', 'None', 'indent', 'None']","[False, False, False, False]",str,185
tf.compat.v1.flags.DEFINE_alias,"['name', 'original_name', 'flag_values', 'module_name']","['flag', 'flag', 'flagvalues', 'flag']","[False, False, False, False]",flag,184
tf.compat.v1.flags.DEFINE_multi_float,"['name', 'default', 'help', 'lower_bound', 'upper_bound', 'flag_values', 'required', 'args']","['flag', 'define_multi', 'help', 'float', 'float', 'flagvalues', 'argument', 'flag.__init__']","[False, False, False, False, False, False, False, False]",flag,268
tf.compat.v1.train.start_queue_runners,"['sess', 'coord', 'daemon', 'start', 'collection']","['session', 'coordinator', 'daemons', 'false', 'graphkey']","[False, True, False, False, False]",list,441
tf.compat.v1.train.AdagradOptimizer,"['learning_rate', 'initial_accumulator_value', 'use_locking', 'name']","['tensor', 'accumulators', 'true', 'adagrad']","[False, False, False, True]",operation,2359
tf.compat.v1.train.SessionManager,"['local_init_op', 'ready_op', 'ready_for_local_init_op', 'graph', 'recovery_wait_secs', 'local_init_run_options', 'local_init_feed_dict']","['operation', 'operation', 'operation', 'graph', 'checks', 'local_init_op', 'local_init_op']","[False, False, False, False, False, False, True]",session,1412
tf.compat.v1.train.piecewise_constant,"['x', 'boundaries', 'values', 'name']","['tensor', 'tensor', 'tensor', 'defaults']","[False, False, False, True]",when,493
tf.compat.v1.train.noisy_linear_cosine_decay,"['learning_rate', 'global_step', 'decay_steps', 'initial_variance', 'variance_decay', 'num_periods', 'alpha', 'beta', 'name']","['float32', 'int32', 'int32', 'computation', 'computation', 'computation', 'computation', 'computation', 'defaults']","[False, False, False, False, False, False, False, False, True]",tensor,615
tf.compat.v1.train.GradientDescentOptimizer,"['learning_rate', 'use_locking', 'name']","['point', 'locks', 'defaults']","[False, False, True]",operation,1534
tf.compat.v1.train.warm_start,"['ckpt_to_initialize_from', 'vars_to_warm_start', 'var_name_to_vocab_info', 'var_name_to_prev_var_name']","['a', 'variable', 'changes', 'ckpt_to_initialize_from']","[False, True, True, True]",None,504
