filename,line_count,tc_min,tc_max,tc_avg
BERT,692,1.0,1.0,0.08782199474109338
DeepSpeech2,588,0.8394485867784877,0.9028331618612263,0.13750898597722047
GNMT,264,0.14446620195353255,0.7962479116369028,0.19882024293276462
Inception,343,1.0,1.0,0.1287064384686037
ResNet,248,1.0,1.0,0.10925016199485468
VGG,99,1.0,0.9545454545454544,0.1793910381456324
tacotron2,840,0.9462985321013708,0.9410747114189607,0.1546505884856872
