filename,line_count,tc_min,tc_max,tc_avg
BERT,647,1.0,1.0,0.13218200014862533
DeepSpeech2,178,0.17055685572601387,0.6457802029653367,0.17653589353193253
GNMT,1907,1.0,1.0,0.10222368867177677
Inception,382,1.0,1.0,0.2964673122334008
ResNet,339,1.0,1.0,0.1575148369855897
VGG,148,1.0,1.0,0.34526997834639717
tacotron2,1182,0.6580886422911321,0.9869757485750342,0.1453807654087408
