filename,line_count,itid_min,itid_max,itid_macro_avg,itid_micro_avg
..\Data\Models\PyTorch\CV\Inception.py,343,0.09090909090909091,0.9272727272727274,0.45858585858585865,0.47103496503496506
..\Data\Models\PyTorch\CV\ResNet.py,248,0.1069230769230769,0.9761538461538461,0.6916665172434402,0.7379967446346756
..\Data\Models\PyTorch\CV\VGG.py,99,0.08620689655172413,1.0,0.6812397372742199,0.6682235507633181
